CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"i400_M2.txt"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED	"2022-01-08T19:02:49"

NUMBER_OF_FIELDS	47
BEGIN_DATA_FORMAT
SAMPLE_ID	SAMPLE_NAME	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730
END_DATA_FORMAT

NUMBER_OF_SETS	400
BEGIN_DATA
138	138	  170.00	  109.00	   85.00	 0.24992	 0.22303	 0.08291	   54.35	   15.58	   28.31	  0.0592	  0.0632	  0.0659	  0.0676	  0.0756	  0.0862	  0.0884	  0.0904	  0.0930	  0.0979	  0.1117	  0.1425	  0.1771	  0.1854	  0.1769	  0.1757	  0.1779	  0.1671	  0.1650	  0.1996	  0.2629	  0.3105	  0.3246	  0.3282	  0.3340	  0.3426	  0.3541	  0.3681	  0.3813	  0.3892	  0.3915	  0.3906	  0.3885	  0.3900	  0.4023	    0.42
139	139	  212.00	  109.00	   85.00	 0.36651	 0.30297	 0.08964	   61.91	   26.38	   38.90	  0.0671	  0.0716	  0.0747	  0.0767	  0.0852	  0.0949	  0.0950	  0.0953	  0.0967	  0.1012	  0.1181	  0.1612	  0.2111	  0.2225	  0.2090	  0.2066	  0.2089	  0.1942	  0.1947	  0.2538	  0.3715	  0.4707	  0.5079	  0.5209	  0.5303	  0.5401	  0.5519	  0.5647	  0.5768	  0.5848	  0.5895	  0.5913	  0.5919	  0.5941	  0.6017	    0.62
140	140	  255.00	  109.00	   85.00	 0.52087	 0.40082	 0.09537	   69.53	   38.56	   50.04	  0.0741	  0.0790	  0.0824	  0.0846	  0.0926	  0.1004	  0.0987	  0.0983	  0.0991	  0.1032	  0.1238	  0.1828	  0.2558	  0.2650	  0.2312	  0.2236	  0.2346	  0.2169	  0.2199	  0.3180	  0.5031	  0.6679	  0.7508	  0.7905	  0.8112	  0.8228	  0.8323	  0.8403	  0.8463	  0.8514	  0.8582	  0.8631	  0.8686	  0.8707	  0.8690	    0.87
141	141	    0.00	  145.00	   85.00	 0.01763	 0.04167	 0.06429	   24.22	  -41.64	  -16.08	  0.0311	  0.0332	  0.0346	  0.0355	  0.0415	  0.0517	  0.0619	  0.0711	  0.0770	  0.0844	  0.1001	  0.1260	  0.1463	  0.1425	  0.1191	  0.0874	  0.0552	  0.0277	  0.0115	  0.0057	  0.0041	  0.0036	  0.0035	  0.0035	  0.0035	  0.0036	  0.0036	  0.0038	  0.0041	  0.0043	  0.0038	  0.0038	  0.0039	  0.0044	  0.0055	    0.01
142	142	   42.00	  145.00	   85.00	 0.06033	 0.09983	 0.09939	   37.82	  -33.45	   -5.99	  0.0571	  0.0609	  0.0636	  0.0652	  0.0756	  0.0918	  0.1027	  0.1116	  0.1189	  0.1276	  0.1438	  0.1719	  0.1990	  0.2036	  0.1893	  0.1687	  0.1443	  0.1111	  0.0781	  0.0579	  0.0477	  0.0419	  0.0373	  0.0340	  0.0336	  0.0354	  0.0394	  0.0461	  0.0542	  0.0584	  0.0569	  0.0531	  0.0487	  0.0473	  0.0543	    0.07
143	143	   85.00	  145.00	   85.00	 0.12699	 0.16629	 0.10689	   47.79	  -20.56	    8.78	  0.0631	  0.0672	  0.0702	  0.0721	  0.0831	  0.0999	  0.1092	  0.1170	  0.1243	  0.1339	  0.1526	  0.1885	  0.2278	  0.2413	  0.2332	  0.2219	  0.2091	  0.1831	  0.1542	  0.1385	  0.1301	  0.1236	  0.1164	  0.1112	  0.1117	  0.1162	  0.1243	  0.1361	  0.1487	  0.1556	  0.1544	  0.1495	  0.1427	  0.1409	  0.1526	    0.18
144	144	  127.00	  145.00	   85.00	 0.19633	 0.22311	 0.10435	   54.35	   -9.10	   20.92	  0.0638	  0.0680	  0.0710	  0.0729	  0.0824	  0.0969	  0.1044	  0.1114	  0.1188	  0.1289	  0.1492	  0.1894	  0.2339	  0.2516	  0.2480	  0.2450	  0.2449	  0.2316	  0.2159	  0.2149	  0.2167	  0.2149	  0.2093	  0.2050	  0.2071	  0.2138	  0.2242	  0.2380	  0.2520	  0.2598	  0.2600	  0.2566	  0.2515	  0.2510	  0.2642	    0.29
145	145	  170.00	  145.00	   85.00	 0.28401	 0.29143	 0.10086	   60.90	    1.18	   33.35	  0.0630	  0.0671	  0.0700	  0.0719	  0.0809	  0.0935	  0.0985	  0.1037	  0.1098	  0.1194	  0.1423	  0.1931	  0.2543	  0.2796	  0.2762	  0.2764	  0.2824	  0.2735	  0.2671	  0.2882	  0.3177	  0.3347	  0.3368	  0.3361	  0.3403	  0.3484	  0.3600	  0.3741	  0.3878	  0.3961	  0.3985	  0.3974	  0.3945	  0.3960	  0.4090	    0.43
146	146	  212.00	  145.00	   85.00	 0.40466	 0.37634	 0.10760	   67.75	   13.35	   42.98	  0.0712	  0.0758	  0.0791	  0.0812	  0.0908	  0.1026	  0.1052	  0.1086	  0.1132	  0.1214	  0.1470	  0.2116	  0.2930	  0.3228	  0.3111	  0.3090	  0.3169	  0.3036	  0.3018	  0.3554	  0.4409	  0.5021	  0.5231	  0.5306	  0.5380	  0.5469	  0.5584	  0.5716	  0.5837	  0.5920	  0.5964	  0.5986	  0.5996	  0.6026	  0.6111	    0.63
147	147	  255.00	  145.00	   85.00	 0.56083	 0.47930	 0.11104	   74.78	   26.08	   54.03	  0.0784	  0.0836	  0.0872	  0.0894	  0.0972	  0.1058	  0.1061	  0.1082	  0.1119	  0.1196	  0.1479	  0.2298	  0.3395	  0.3719	  0.3409	  0.3336	  0.3496	  0.3327	  0.3342	  0.4293	  0.5837	  0.7073	  0.7688	  0.7987	  0.8144	  0.8239	  0.8325	  0.8401	  0.8462	  0.8515	  0.8588	  0.8641	  0.8693	  0.8722	  0.8712	    0.87
148	148	    0.00	  182.00	   85.00	 0.02155	 0.06103	 0.07408	   29.67	  -56.01	  -10.81	  0.0351	  0.0375	  0.0390	  0.0401	  0.0455	  0.0548	  0.0647	  0.0750	  0.0819	  0.0922	  0.1189	  0.1705	  0.2180	  0.2201	  0.1844	  0.1335	  0.0824	  0.0399	  0.0156	  0.0072	  0.0050	  0.0043	  0.0039	  0.0038	  0.0038	  0.0038	  0.0038	  0.0041	  0.0044	  0.0049	  0.0045	  0.0045	  0.0046	  0.0053	  0.0067	    0.01
149	149	   42.00	  182.00	   85.00	 0.07210	 0.14259	 0.11583	   44.61	  -50.58	    0.54	  0.0629	  0.0670	  0.0699	  0.0718	  0.0822	  0.0983	  0.1097	  0.1205	  0.1292	  0.1414	  0.1718	  0.2341	  0.3023	  0.3248	  0.3055	  0.2681	  0.2204	  0.1610	  0.1055	  0.0716	  0.0544	  0.0454	  0.0385	  0.0342	  0.0335	  0.0354	  0.0395	  0.0468	  0.0557	  0.0602	  0.0581	  0.0531	  0.0474	  0.0455	  0.0538	    0.08
150	150	   85.00	  182.00	   85.00	 0.14507	 0.22033	 0.12355	   54.06	  -36.06	   14.59	  0.0694	  0.0740	  0.0772	  0.0793	  0.0903	  0.1067	  0.1164	  0.1258	  0.1345	  0.1474	  0.1794	  0.2495	  0.3327	  0.3692	  0.3613	  0.3374	  0.3049	  0.2554	  0.2022	  0.1667	  0.1459	  0.1328	  0.1212	  0.1134	  0.1128	  0.1173	  0.1260	  0.1398	  0.1549	  0.1629	  0.1605	  0.1531	  0.1434	  0.1398	  0.1526	    0.19
151	151	  127.00	  182.00	   85.00	 0.21321	 0.27829	 0.11745	   59.74	  -24.08	   26.15	  0.0671	  0.0715	  0.0747	  0.0765	  0.0870	  0.1015	  0.1090	  0.1169	  0.1252	  0.1376	  0.1687	  0.2394	  0.3279	  0.3721	  0.3734	  0.3626	  0.3471	  0.3144	  0.2752	  0.2501	  0.2339	  0.2220	  0.2099	  0.2013	  0.2018	  0.2082	  0.2197	  0.2366	  0.2545	  0.2639	  0.2625	  0.2556	  0.2460	  0.2424	  0.2571	    0.29
152	152	  170.00	  182.00	   85.00	 0.31533	 0.35888	 0.11128	   66.43	  -10.84	   39.57	  0.0649	  0.0692	  0.0721	  0.0740	  0.0829	  0.0952	  0.1007	  0.1073	  0.1151	  0.1273	  0.1582	  0.2322	  0.3286	  0.3802	  0.3884	  0.3895	  0.3920	  0.3793	  0.3622	  0.3604	  0.3608	  0.3576	  0.3501	  0.3444	  0.3471	  0.3554	  0.3681	  0.3853	  0.4021	  0.4117	  0.4132	  0.4099	  0.4039	  0.4030	  0.4173	    0.45
153	153	  212.00	  182.00	   85.00	 0.43959	 0.45629	 0.12173	   73.31	   -0.11	   48.30	  0.0738	  0.0786	  0.0821	  0.0843	  0.0934	  0.1055	  0.1099	  0.1157	  0.1231	  0.1352	  0.1698	  0.2587	  0.3774	  0.4351	  0.4342	  0.4345	  0.4456	  0.4355	  0.4288	  0.4615	  0.5011	  0.5227	  0.5282	  0.5302	  0.5355	  0.5440	  0.5557	  0.5697	  0.5830	  0.5917	  0.5962	  0.5976	  0.5975	  0.5997	  0.6095	    0.63
154	154	  255.00	  182.00	   85.00	 0.61186	 0.58089	 0.13219	   80.79	   12.48	   58.26	  0.0855	  0.0912	  0.0951	  0.0976	  0.1062	  0.1161	  0.1183	  0.1230	  0.1294	  0.1412	  0.1795	  0.2870	  0.4380	  0.5051	  0.4877	  0.4832	  0.5023	  0.4885	  0.4879	  0.5676	  0.6761	  0.7520	  0.7899	  0.8091	  0.8198	  0.8274	  0.8352	  0.8428	  0.8490	  0.8547	  0.8617	  0.8676	  0.8731	  0.8764	  0.8755	    0.88
155	155	    0.00	  218.00	   85.00	 0.02528	 0.08368	 0.08470	   34.74	  -70.17	   -6.16	  0.0358	  0.0381	  0.0398	  0.0408	  0.0473	  0.0570	  0.0672	  0.0785	  0.0863	  0.0992	  0.1376	  0.2222	  0.3097	  0.3219	  0.2671	  0.1877	  0.1106	  0.0506	  0.0183	  0.0079	  0.0053	  0.0044	  0.0041	  0.0039	  0.0039	  0.0038	  0.0038	  0.0039	  0.0043	  0.0045	  0.0042	  0.0041	  0.0042	  0.0049	  0.0069	    0.01
156	156	   42.00	  218.00	   85.00	 0.08178	 0.18297	 0.12550	   49.86	  -64.18	    6.78	  0.0641	  0.0683	  0.0712	  0.0732	  0.0832	  0.0985	  0.1099	  0.1214	  0.1308	  0.1455	  0.1866	  0.2826	  0.4004	  0.4486	  0.4244	  0.3658	  0.2911	  0.2057	  0.1289	  0.0823	  0.0592	  0.0477	  0.0395	  0.0345	  0.0336	  0.0355	  0.0399	  0.0479	  0.0578	  0.0628	  0.0601	  0.0545	  0.0481	  0.0460	  0.0546	    0.08
157	157	   85.00	  218.00	   85.00	 0.15183	 0.26066	 0.13361	   58.10	  -49.39	   18.76	  0.0708	  0.0755	  0.0787	  0.0809	  0.0924	  0.1088	  0.1186	  0.1285	  0.1376	  0.1524	  0.1934	  0.2922	  0.4211	  0.4852	  0.4781	  0.4391	  0.3841	  0.3108	  0.2343	  0.1802	  0.1481	  0.1294	  0.1146	  0.1047	  0.1036	  0.1080	  0.1174	  0.1326	  0.1498	  0.1585	  0.1553	  0.1463	  0.1346	  0.1294	  0.1432	    0.18
158	158	  127.00	  218.00	   85.00	 0.23676	 0.34367	 0.13377	   65.26	  -37.13	   31.04	  0.0741	  0.0791	  0.0825	  0.0847	  0.0948	  0.1090	  0.1165	  0.1252	  0.1343	  0.1492	  0.1907	  0.2947	  0.4352	  0.5137	  0.5209	  0.4984	  0.4626	  0.4067	  0.3413	  0.2911	  0.2573	  0.2357	  0.2169	  0.2042	  0.2033	  0.2102	  0.2235	  0.2436	  0.2656	  0.2768	  0.2740	  0.2633	  0.2497	  0.2428	  0.2603	    0.31
159	159	  170.00	  218.00	   85.00	 0.34387	 0.43685	 0.13272	   72.01	  -24.81	   42.99	  0.0749	  0.0799	  0.0833	  0.0855	  0.0947	  0.1076	  0.1136	  0.1212	  0.1302	  0.1452	  0.1874	  0.2953	  0.4448	  0.5338	  0.5526	  0.5459	  0.5306	  0.4972	  0.4528	  0.4185	  0.3925	  0.3737	  0.3557	  0.3435	  0.3439	  0.3525	  0.3677	  0.3897	  0.4123	  0.4245	  0.4238	  0.4155	  0.4028	  0.3969	  0.4148	    0.46
160	160	  212.00	  218.00	   85.00	 0.47601	 0.53882	 0.13536	   78.39	  -11.69	   53.26	  0.0787	  0.0839	  0.0876	  0.0899	  0.0988	  0.1104	  0.1151	  0.1221	  0.1309	  0.1459	  0.1887	  0.3009	  0.4604	  0.5572	  0.5793	  0.5817	  0.5832	  0.5674	  0.5472	  0.5465	  0.5490	  0.5479	  0.5416	  0.5370	  0.5401	  0.5483	  0.5612	  0.5781	  0.5946	  0.6046	  0.6075	  0.6055	  0.6013	  0.6003	  0.6112	    0.64
161	161	  255.00	  218.00	   85.00	 0.65788	 0.67730	 0.14407	   85.88	    1.08	   63.86	  0.0890	  0.0949	  0.0990	  0.1016	  0.1092	  0.1179	  0.1209	  0.1273	  0.1360	  0.1514	  0.1982	  0.3241	  0.5081	  0.6183	  0.6357	  0.6403	  0.6547	  0.6459	  0.6437	  0.6912	  0.7497	  0.7883	  0.8076	  0.8180	  0.8249	  0.8309	  0.8383	  0.8456	  0.8520	  0.8576	  0.8647	  0.8704	  0.8763	  0.8795	  0.8795	    0.88
162	162	    0.00	  255.00	   85.00	 0.02844	 0.10675	 0.08496	   39.03	  -82.68	    1.13	  0.0354	  0.0377	  0.0394	  0.0403	  0.0450	  0.0517	  0.0597	  0.0699	  0.0775	  0.0910	  0.1364	  0.2488	  0.3830	  0.4169	  0.3514	  0.2474	  0.1455	  0.0668	  0.0239	  0.0097	  0.0061	  0.0050	  0.0045	  0.0044	  0.0044	  0.0043	  0.0043	  0.0044	  0.0049	  0.0052	  0.0050	  0.0049	  0.0053	  0.0062	  0.0082	    0.01
163	163	   42.00	  255.00	   85.00	 0.08449	 0.21615	 0.12184	   53.61	  -77.98	   14.32	  0.0587	  0.0625	  0.0652	  0.0669	  0.0752	  0.0872	  0.0964	  0.1067	  0.1155	  0.1306	  0.1791	  0.3052	  0.4779	  0.5626	  0.5372	  0.4568	  0.3553	  0.2456	  0.1482	  0.0876	  0.0579	  0.0438	  0.0344	  0.0287	  0.0278	  0.0298	  0.0345	  0.0429	  0.0535	  0.0588	  0.0561	  0.0496	  0.0426	  0.0396	  0.0495	    0.08
164	164	   85.00	  255.00	   85.00	 0.15534	 0.30673	 0.13278	   62.23	  -65.14	   26.10	  0.0671	  0.0715	  0.0747	  0.0766	  0.0859	  0.0986	  0.1065	  0.1157	  0.1249	  0.1407	  0.1890	  0.3196	  0.5095	  0.6210	  0.6215	  0.5639	  0.4811	  0.3801	  0.2746	  0.1949	  0.1470	  0.1207	  0.1011	  0.0888	  0.0874	  0.0926	  0.1034	  0.1212	  0.1416	  0.1519	  0.1475	  0.1361	  0.1213	  0.1146	  0.1314	    0.18
165	165	  127.00	  255.00	   85.00	 0.24037	 0.39904	 0.14038	   69.40	  -53.43	   36.42	  0.0730	  0.0778	  0.0812	  0.0833	  0.0925	  0.1051	  0.1121	  0.1210	  0.1304	  0.1469	  0.1975	  0.3343	  0.5372	  0.6672	  0.6868	  0.6475	  0.5827	  0.4968	  0.3973	  0.3131	  0.2562	  0.2222	  0.1956	  0.1782	  0.1764	  0.1843	  0.1998	  0.2244	  0.2515	  0.2648	  0.2600	  0.2462	  0.2267	  0.2167	  0.2375	    0.30
166	166	  170.00	  255.00	   85.00	 0.36463	 0.51309	 0.14807	   76.86	  -38.71	   47.31	  0.0810	  0.0864	  0.0901	  0.0925	  0.1011	  0.1123	  0.1179	  0.1265	  0.1366	  0.1543	  0.2070	  0.3481	  0.5584	  0.7021	  0.7400	  0.7198	  0.6762	  0.6137	  0.5354	  0.4646	  0.4122	  0.3792	  0.3520	  0.3337	  0.3321	  0.3410	  0.3582	  0.3845	  0.4125	  0.4268	  0.4238	  0.4112	  0.3922	  0.3822	  0.4021	    0.46
167	167	  212.00	  255.00	   85.00	 0.51698	 0.64025	 0.15032	   83.98	  -24.75	   59.00	  0.0847	  0.0903	  0.0942	  0.0967	  0.1040	  0.1131	  0.1176	  0.1260	  0.1364	  0.1552	  0.2097	  0.3537	  0.5702	  0.7269	  0.7823	  0.7817	  0.7604	  0.7246	  0.6762	  0.6323	  0.5974	  0.5751	  0.5566	  0.5447	  0.5449	  0.5530	  0.5674	  0.5884	  0.6093	  0.6208	  0.6212	  0.6155	  0.6054	  0.6000	  0.6138	    0.65
168	168	  255.00	  255.00	   85.00	 0.72421	 0.80501	 0.17176	   91.90	  -10.62	   67.53	  0.1014	  0.1080	  0.1127	  0.1156	  0.1243	  0.1350	  0.1402	  0.1497	  0.1617	  0.1826	  0.2397	  0.3842	  0.5990	  0.7594	  0.8277	  0.8472	  0.8526	  0.8521	  0.8469	  0.8454	  0.8409	  0.8392	  0.8390	  0.8407	  0.8439	  0.8480	  0.8544	  0.8613	  0.8670	  0.8718	  0.8785	  0.8836	  0.8891	  0.8918	  0.8913	    0.89
169	169	    0.00	    0.00	  127.00	 0.02821	 0.01444	 0.07581	   12.25	   32.31	  -41.53	  0.0572	  0.0610	  0.0636	  0.0653	  0.0785	  0.1006	  0.1109	  0.1119	  0.1064	  0.0947	  0.0728	  0.0441	  0.0234	  0.0131	  0.0080	  0.0059	  0.0052	  0.0050	  0.0048	  0.0052	  0.0069	  0.0115	  0.0184	  0.0197	  0.0158	  0.0160	  0.0265	  0.0525	  0.0905	  0.1255	  0.1484	  0.1605	  0.1657	  0.1695	  0.1788	    0.19
170	170	   42.00	    0.00	  127.00	 0.05247	 0.02721	 0.07079	   18.89	   39.10	  -28.05	  0.0648	  0.0690	  0.0720	  0.0740	  0.0877	  0.1071	  0.1100	  0.1036	  0.0940	  0.0799	  0.0593	  0.0381	  0.0234	  0.0131	  0.0074	  0.0058	  0.0058	  0.0053	  0.0055	  0.0094	  0.0208	  0.0408	  0.0604	  0.0667	  0.0618	  0.0628	  0.0806	  0.1139	  0.1522	  0.1816	  0.1993	  0.2086	  0.2124	  0.2162	  0.2258	    0.24
171	171	   85.00	    0.00	  127.00	 0.08653	 0.04495	 0.06579	   25.24	   46.08	  -14.97	  0.0687	  0.0733	  0.0765	  0.0784	  0.0911	  0.1081	  0.1063	  0.0957	  0.0837	  0.0691	  0.0499	  0.0329	  0.0214	  0.0117	  0.0064	  0.0052	  0.0055	  0.0050	  0.0056	  0.0131	  0.0404	  0.0841	  0.1187	  0.1326	  0.1333	  0.1378	  0.1565	  0.1854	  0.2142	  0.2342	  0.2445	  0.2490	  0.2507	  0.2538	  0.2636	    0.28
172	172	  127.00	    0.00	  127.00	 0.13604	 0.06975	 0.06590	   31.74	   54.48	   -3.80	  0.0780	  0.0831	  0.0868	  0.0890	  0.1032	  0.1189	  0.1112	  0.0952	  0.0799	  0.0634	  0.0441	  0.0285	  0.0184	  0.0100	  0.0055	  0.0048	  0.0050	  0.0047	  0.0055	  0.0150	  0.0612	  0.1406	  0.1997	  0.2275	  0.2398	  0.2505	  0.2670	  0.2879	  0.3074	  0.3199	  0.3253	  0.3264	  0.3260	  0.3289	  0.3397	    0.36
173	173	  170.00	    0.00	  127.00	 0.19929	 0.10141	 0.06064	   38.10	   62.46	    9.49	  0.0851	  0.0907	  0.0947	  0.0971	  0.1103	  0.1208	  0.1055	  0.0852	  0.0682	  0.0527	  0.0376	  0.0245	  0.0160	  0.0089	  0.0053	  0.0044	  0.0045	  0.0043	  0.0050	  0.0154	  0.0809	  0.2084	  0.3062	  0.3539	  0.3753	  0.3907	  0.4105	  0.4343	  0.4556	  0.4693	  0.4762	  0.4779	  0.4788	  0.4818	  0.4919	    0.51
174	174	  212.00	    0.00	  127.00	 0.27167	 0.13746	 0.05245	   43.87	   69.74	   23.40	  0.0864	  0.0922	  0.0961	  0.0986	  0.1096	  0.1137	  0.0930	  0.0711	  0.0545	  0.0415	  0.0300	  0.0198	  0.0131	  0.0078	  0.0051	  0.0043	  0.0043	  0.0042	  0.0049	  0.0154	  0.0982	  0.2797	  0.4264	  0.5026	  0.5384	  0.5595	  0.5804	  0.6021	  0.6207	  0.6334	  0.6414	  0.6457	  0.6489	  0.6524	  0.6581	    0.67
175	175	  255.00	    0.00	  127.00	 0.35630	 0.17744	 0.04436	   49.18	   77.83	   36.91	  0.0869	  0.0926	  0.0967	  0.0992	  0.1083	  0.1062	  0.0806	  0.0573	  0.0416	  0.0312	  0.0224	  0.0144	  0.0093	  0.0061	  0.0044	  0.0038	  0.0037	  0.0039	  0.0046	  0.0132	  0.1033	  0.3359	  0.5486	  0.6766	  0.7472	  0.7853	  0.8084	  0.8232	  0.8331	  0.8402	  0.8482	  0.8543	  0.8607	  0.8643	  0.8636	    0.86
176	176	    0.00	   36.00	  127.00	 0.02122	 0.01571	 0.08827	   13.05	   14.90	  -44.85	  0.0567	  0.0605	  0.0631	  0.0648	  0.0789	  0.1029	  0.1183	  0.1248	  0.1240	  0.1177	  0.1012	  0.0737	  0.0490	  0.0321	  0.0201	  0.0138	  0.0113	  0.0092	  0.0068	  0.0058	  0.0058	  0.0063	  0.0066	  0.0059	  0.0052	  0.0054	  0.0074	  0.0118	  0.0184	  0.0236	  0.0247	  0.0237	  0.0213	  0.0207	  0.0250	    0.04
177	177	   42.00	   36.00	  127.00	 0.05604	 0.04022	 0.10723	   23.74	   22.36	  -32.78	  0.0810	  0.0863	  0.0901	  0.0925	  0.1093	  0.1357	  0.1464	  0.1477	  0.1445	  0.1364	  0.1184	  0.0925	  0.0692	  0.0487	  0.0327	  0.0261	  0.0252	  0.0224	  0.0195	  0.0223	  0.0313	  0.0435	  0.0525	  0.0536	  0.0505	  0.0519	  0.0637	  0.0848	  0.1086	  0.1253	  0.1323	  0.1328	  0.1303	  0.1302	  0.1393	    0.16
178	178	   85.00	   36.00	  127.00	 0.10224	 0.06977	 0.10863	   31.76	   30.81	  -19.40	  0.0872	  0.0929	  0.0969	  0.0994	  0.1174	  0.1432	  0.1499	  0.1476	  0.1429	  0.1342	  0.1172	  0.0958	  0.0769	  0.0560	  0.0384	  0.0332	  0.0345	  0.0312	  0.0298	  0.0435	  0.0736	  0.1051	  0.1242	  0.1292	  0.1280	  0.1321	  0.1477	  0.1721	  0.1970	  0.2134	  0.2203	  0.2217	  0.2200	  0.2212	  0.2312	    0.25
179	179	  127.00	   36.00	  127.00	 0.15264	 0.09970	 0.10044	   37.79	   38.62	   -6.38	  0.0874	  0.0932	  0.0973	  0.0998	  0.1163	  0.1380	  0.1398	  0.1345	  0.1283	  0.1199	  0.1062	  0.0913	  0.0776	  0.0580	  0.0408	  0.0367	  0.0392	  0.0348	  0.0347	  0.0600	  0.1191	  0.1784	  0.2081	  0.2184	  0.2231	  0.2307	  0.2452	  0.2648	  0.2836	  0.2955	  0.3000	  0.3001	  0.2991	  0.3011	  0.3124	    0.33
180	180	  170.00	   36.00	  127.00	 0.22351	 0.13876	 0.09244	   44.06	   48.29	    7.13	  0.0912	  0.0972	  0.1014	  0.1040	  0.1192	  0.1357	  0.1310	  0.1216	  0.1127	  0.1041	  0.0949	  0.0861	  0.0768	  0.0589	  0.0428	  0.0394	  0.0408	  0.0352	  0.0363	  0.0713	  0.1692	  0.2770	  0.3300	  0.3501	  0.3611	  0.3720	  0.3867	  0.4046	  0.4211	  0.4314	  0.4356	  0.4356	  0.4346	  0.4367	  0.4484	    0.47
181	181	  212.00	   36.00	  127.00	 0.31484	 0.18937	 0.08931	   50.61	   57.18	   19.54	  0.0962	  0.1025	  0.1070	  0.1098	  0.1240	  0.1369	  0.1275	  0.1152	  0.1048	  0.0964	  0.0899	  0.0857	  0.0801	  0.0633	  0.0477	  0.0444	  0.0449	  0.0378	  0.0397	  0.0844	  0.2262	  0.3971	  0.4851	  0.5215	  0.5408	  0.5547	  0.5682	  0.5820	  0.5944	  0.6026	  0.6076	  0.6098	  0.6110	  0.6138	  0.6209	    0.63
182	182	  255.00	   36.00	  127.00	 0.43160	 0.25008	 0.09035	   57.08	   67.46	   30.33	  0.1014	  0.1082	  0.1128	  0.1158	  0.1290	  0.1391	  0.1272	  0.1144	  0.1042	  0.0972	  0.0931	  0.0914	  0.0865	  0.0676	  0.0490	  0.0448	  0.0452	  0.0373	  0.0398	  0.0940	  0.2793	  0.5256	  0.6728	  0.7468	  0.7862	  0.8077	  0.8222	  0.8328	  0.8407	  0.8471	  0.8549	  0.8606	  0.8663	  0.8696	  0.8683	    0.87
183	183	    0.00	   72.00	  127.00	 0.02045	 0.02217	 0.09477	   16.58	   -2.06	  -41.03	  0.0525	  0.0560	  0.0584	  0.0599	  0.0731	  0.0968	  0.1164	  0.1278	  0.1319	  0.1317	  0.1227	  0.1035	  0.0821	  0.0627	  0.0443	  0.0305	  0.0212	  0.0132	  0.0072	  0.0047	  0.0038	  0.0036	  0.0033	  0.0030	  0.0030	  0.0030	  0.0033	  0.0039	  0.0051	  0.0059	  0.0055	  0.0049	  0.0046	  0.0049	  0.0062	    0.01
184	184	   42.00	   72.00	  127.00	 0.05850	 0.05666	 0.12846	   28.56	    4.43	  -30.77	  0.0868	  0.0925	  0.0966	  0.0991	  0.1174	  0.1471	  0.1627	  0.1693	  0.1716	  0.1700	  0.1587	  0.1371	  0.1151	  0.0933	  0.0726	  0.0608	  0.0552	  0.0466	  0.0368	  0.0337	  0.0366	  0.0415	  0.0442	  0.0430	  0.0411	  0.0428	  0.0507	  0.0644	  0.0799	  0.0900	  0.0923	  0.0903	  0.0862	  0.0851	  0.0937	    0.11
185	185	   85.00	   72.00	  127.00	 0.11475	 0.10015	 0.13612	   37.87	   13.74	  -16.81	  0.0962	  0.1025	  0.1070	  0.1098	  0.1299	  0.1604	  0.1726	  0.1763	  0.1777	  0.1764	  0.1668	  0.1496	  0.1321	  0.1115	  0.0909	  0.0825	  0.0821	  0.0752	  0.0687	  0.0771	  0.0959	  0.1135	  0.1221	  0.1228	  0.1218	  0.1258	  0.1388	  0.1588	  0.1794	  0.1922	  0.1964	  0.1958	  0.1926	  0.1930	  0.2041	    0.23
186	186	  127.00	   72.00	  127.00	 0.17704	 0.14334	 0.13350	   44.71	   22.51	   -4.31	  0.0992	  0.1057	  0.1103	  0.1132	  0.1331	  0.1615	  0.1693	  0.1701	  0.1700	  0.1687	  0.1623	  0.1523	  0.1419	  0.1229	  0.1024	  0.0970	  0.0998	  0.0923	  0.0894	  0.1152	  0.1634	  0.2023	  0.2174	  0.2210	  0.2244	  0.2316	  0.2448	  0.2625	  0.2800	  0.2905	  0.2938	  0.2926	  0.2903	  0.2918	  0.3040	    0.33
